Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0,0,0.01,0.17
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0,0,0.06,0.73
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01,0.56
NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79
NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7
NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0,0,0.03,0.38
NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08
NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05,0.71
NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0,0,0.04,0.58
NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.4,0.02,0,0.07,0.48
NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.16,0,0,0.01,0.17
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22,1.62
NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0,0.03,0.68
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0,0.07,0.53
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0,0.03,0.26
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02,0.21
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0,0,0.01,0.09
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0,0.07,0.53
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15,1.29
Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.52,0.03,0.21,1.26
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0,0.02,0.47
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,0.59,2.44
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0,0.02,0.21
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1,2.28
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.43
Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0,0.01,0.14
Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.08
Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.38,0.02,0.24,1.32
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1,0.17,0.02,0.1,1.29
Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0,0.05,1.04
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0,0.02,0.56
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0,0.05,0.3
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0,0.02,0.27
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0,0,0.26
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0,0.01,0.48
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.54,0.46,0,0.12,1.11
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01,0.13
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.02,0.05,0.39,2.08
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69
Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77
Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.32,0,0.07,0.67
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23
Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01,0.08
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0,0.03
Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0,0,0.02,0,0.02
Neo Angelique Special,PSP,2008,Adventure,Tecmo Koei,0,0,0.01,0,0.01
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04,0.33
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,0.12
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02,0.29
Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0,0.02,0.23
Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
Nep League DS,DS,2007,Sports,Jaleco,0,0,0.18,0,0.18
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.92,0.09,0,0.09,1.1
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0,0.03
Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,0.01,0,0,0.01
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,0.02,0,0,0.03
NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02
New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01,0.08
New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66
New Super Mario Bros.,DS,2006,Platform,Nintendo,11.38,9.23,6.5,2.9,30.01
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45
NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0,0.12
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0,0,0.01,0.14
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01,0.11
NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,1.42
NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0,0.02,0.66
NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35
NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21,1.61
NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0,0.02,0.48
NFL Street 2,GC,2004,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2
NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37
NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0,0,0.02,0.27
NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0,0.01,0.12
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1
NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0,0.08,0.58
NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0,0,0.08
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51
NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.01,0,0.02,0.27
NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02,0.17
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25
NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25
NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5
NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.34
NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0,0.02,0.15
NHL 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02
NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45
NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01,0.16
NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,0,0.07
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42
NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01,0.21
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
NHL 2K7,XB,2006,Sports,Take-Two Interactive,0.01,0,0,0,0.01
NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13
NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0,0.01,0.09
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0,0.01,0.17
NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07
NHRA Championship Drag Racing,PS2,2005,Racing,ValuSoft,0.12,0.09,0,0.03,0.24
NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0,0,0.04
NHRA Drag Racing: Countdown to the Championship,PSP,2007,Racing,THQ,0.03,0,0,0,0.03
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.46,0.17,0,0.01,0.64
Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.16,0.06,0,0,0.22
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,Misc,N/A,0.01,0.01,0,0,0.02
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0,0.06,0.5
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.44
Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0,0,0,0.05
Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ,0.28,0,0,0.02,0.3
Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,0.29,0.11,0,0.01,0.4
Nicktoons: Movin',PS2,2004,Action,THQ,0.16,0.12,0,0.04,0.32
Nicktoons: Unite!,PS2,2005,Adventure,THQ,0.34,0.01,0,0.06,0.41
Nicktoons: Unite!,GC,2005,Adventure,THQ,0.27,0.07,0,0.01,0.35
Nicktoons: Unite!,DS,2006,Adventure,THQ,0.1,0,0,0.01,0.11
Night Wizard the Video Game: Denial of the World,PS2,2008,Adventure,5pb,0,0,0.02,0,0.02
NiGHTS into dreams...,PS2,2008,Platform,Sega,0,0,0.01,0,0.01
NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0,0,0.04,0,0.04
Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0,0,0.09
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22
Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.01,0,0.01,0.12
Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0,0,0.01,0.1
Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0,0,0.01,0.08
Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0,0,0.01,0.14
Nintendogs,DS,2005,Simulation,Nintendo,9.07,11,1.93,2.75,24.76
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment,0,0,0.03,0,0.03
Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.14
No More Heroes,Wii,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
Nobunaga no Yabou DS,DS,2006,Strategy,Tecmo Koei,0,0,0.01,0,0.01
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,Tecmo Koei,0,0,0.03,0,0.03
Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.09
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0,0,0.08,0,0.08
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0,0,0.1,0,0.1
Nodame Cantabile,PS2,2007,Misc,Banpresto,0,0,0.01,0,0.01
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008,Adventure,ASCII Media Works,0,0,0.02,0,0.02
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.01,0.19
Nounai Aeshe: IQ Suppli DS,DS,2006,Misc,Spike,0,0,0.3,0,0.3
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,Spike,0,0,0.05,0,0.05
Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0,0.03,0.26
NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0,0,0.01,0.16
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12
NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.11,0,0,0.01,0.12
NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,0.07,0.05,0,0.02,0.13
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,0.04,0.01,0,0,0.06
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,0.02,0,0,0,0.02
Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0,0.01,0.07
Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,0.04
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0,0,0.01,0.12
Ochaken no Heya DS,DS,2006,Simulation,MTO,0,0,0.12,0,0.12
Ochaken no Heya DS 2,DS,2007,Simulation,MTO,0,0,0.09,0,0.09
Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0,0,0,0.06
Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0,0.11
Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01,0.26
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
Okami,Wii,2008,Action,Capcom,0.45,0.1,0.04,0.05,0.64
Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,0,0.07,0.19,0.01,0.28
One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0,0,0.08,0,0.08
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0,0.11,0.01,0.19
Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13
Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0,0,0.01,0.12
Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45
Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0,0.02,0.14
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64
Online Chess Kingdoms,PSP,2006,Misc,Konami Digital Entertainment,0.01,0,0,0,0.02
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,0.04,0,0.04
Ontamarama,DS,2007,Action,Atlus,0.05,0,0,0,0.05
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0,0,0.04,0,0.04
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0,0,0.03,0,0.03
Open Season,GC,2006,Platform,Ubisoft,0.13,0.03,0,0,0.17
Open Season,DS,2006,Platform,Ubisoft,0.12,0,0,0.01,0.14
Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11
Open Season,PSP,2006,Platform,Ubisoft,0.07,0,0,0.01,0.08
Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07
Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0,0,0.03
Operation Darkness,X360,2007,Role-Playing,Success,0.07,0,0,0,0.07
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0,0,0,0.07
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0,0.01,0.01,0.1
Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.06,0,0,0.01,0.06
Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0,0.02,0.22
Original Frisbee Disc Sports: Ultimate & Golf,DS,2007,Action,"Destination Software, Inc",0.01,0,0,0,0.01
Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,0,0,1.01,0,1.01
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0,0,0.02,0,0.02
Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0,0,0.06,0,0.06
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0,0,0.03,0,0.03
Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel,0,0,0.03,0,0.03
Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0,0,0.02,0,0.02
Ouran Koukou Host Bu,PS2,2007,Adventure,Idea Factory,0,0,0.02,0,0.02
Outlaw Golf 2,PS2,2004,Sports,Global Star,0.17,0.14,0,0.05,0.35
Outlaw Golf 2,XB,2004,Sports,Global Star,0.15,0.04,0,0.01,0.21
Outlaw Tennis,PS2,2005,Sports,Global Star,0.04,0.03,0,0.01,0.08
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0,0,0.04
Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0.02,0.01,0,0,0.04
OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0,0.01,0.14
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0,0.01,0.04
Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22
Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0,0.07,0.54
Over the Hedge,GC,2006,Platform,Activision,0.27,0.07,0,0.01,0.35
Over the Hedge,DS,2006,Platform,Activision,0.25,0.01,0,0.02,0.28
Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0,0,0.27
Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0,0.1
Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0,0,0,0.05
Overlord,X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4
Overlord,PC,2007,Strategy,Codemasters,0,0.02,0,0,0.02
Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.07,0.04,0,0.02,0.13
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008,Simulation,Tecmo Koei,0,0,0.02,0,0.02
Pac 'n Roll,DS,2005,Platform,Namco Bandai Games,0.09,0,0.02,0.01,0.11
Pac-Man Pinball Advance,GBA,2005,Misc,Zoo Digital Publishing,0.08,0.03,0,0,0.11
Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,0.04,0.03,0,0.01,0.08
Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,0.08,0.03,0,0,0.11
Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21
Pac-Man World 3,DS,2005,Platform,Namco Bandai Games,0.16,0,0,0.01,0.18
Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,0.11,0.04,0,0.01,0.15
Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0,0,0.09
Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,0,0,0.01,0.08
Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,0.06,0.02,0,0,0.08
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0,0,0.02
Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0,0.1,0.01,0.27
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry,0,0,0.03,0,0.03
Pachinko Kaou: Misora Hibari,PS2,2007,Misc,Hackberry,0,0,0.02,0,0.02
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0,0,0.06,0,0.06
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,0,0,0.05,0,0.05
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,2007,Misc,Hackberry,0,0,0.09,0,0.09
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0,0,0.03,0,0.03
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007,Misc,Hackberry,0,0,0.08,0,0.08
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0,0,0.05,0,0.05
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02
Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,0.04
Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,0.09,0,0,0.01,0.1
Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0,0,0.01,0,0.01
Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0,0,0,0.06
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0,0.13
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.1,0,0.02,0.01,0.14
ParaWorld,PC,2006,Strategy,Deep Silver,0,0.02,0,0,0.02
Parfait: Chocolat Second Style,PS2,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22
Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0,0,0.1
Pass the Pigs,DS,2008,Misc,THQ,0.2,0,0,0.02,0.22
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0,0.03,0.06,0.01,0.11
Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0,0.06,0,0.01,0.06
