Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
DS,2007,Role-Playing,Rising Star Games,0.09,0,0,0.01,0.1,56,8,tbd,,Global A,E10+
PC,2008,Adventure,DTP Entertainment,0,0.02,0,0,0.02,63,11,,,DTP Entertainment,T
DS,2006,Puzzle,Ubisoft,0.28,0,0,0.02,0.31,,,tbd,,Denyu-Sha,E
DS,2006,Puzzle,Nintendo,0,0,0.05,0,0.05,,,,,,
DS,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04,,,tbd,,Sabarasa Entertainment,T
GC,2004,Misc,Mad Catz,0.15,0.04,0,0.01,0.2,42,8,6.8,9,Mad Catz,E
PSP,2005,Puzzle,Namco Bandai Games,0.13,0.01,0.08,0,0.23,,,,,,
DS,2008,Misc,Namco Bandai Games,0,0,0.65,0,0.65,,,,,,
DS,2008,Puzzle,Midway Games,0.1,0,0,0.01,0.11,76,9,tbd,,Most Wanted Entertainment,E
XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,81,66,7.5,23,Day 1 Studios,T
DS,2006,Simulation,Majesco Entertainment,0.03,0,0,0,0.03,66,16,4.5,4,Backbone Entertainment,T
GC,2005,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25,71,22,7.9,14,EA LA,T
PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47,Team Fusion,T
PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30,EA LA,T
Wii,2007,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,73,37,7.6,82,EA Canada,T
PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75,16,7.6,39,Electronic Arts,T
X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,Electronic Arts,T
PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01,0.05,78,38,7.3,204,Electronic Arts,T
XB,2005,Shooter,Electronic Arts,0.32,0.19,0,0.02,0.53,72,42,7,15,EA LA,T
PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,
PS2,2005,Shooter,Electronic Arts,0,0,0.05,0,0.05,,,,,,
Wii,2007,Shooter,Electronic Arts,0.06,0.03,0,0.01,0.09,56,29,7,24,BudCat,T
PS2,2007,Shooter,Electronic Arts,0,0,0.03,0,0.03,63,29,6.1,34,Electronic Arts,T
PC,2006,Strategy,Sega,0,0.08,0,0.02,0.1,88,39,8.9,648,Creative Assembly,T
PC,2008,Strategy,Sega,0,0.34,0,0.03,0.37,,,8,9,Sega,T
PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0,0.22,0.81,66,43,8.7,52,SCEE,T
DS,2008,Puzzle,Majesco Entertainment,0.01,0,0,0,0.01,48,10,tbd,,Interchannel-Holon,E
PS2,2004,Platform,Capcom,0.29,0.22,0,0.08,0.59,81,26,9,20,Atomic Planet Entertainment,E
GC,2004,Platform,Capcom,0.32,0.08,0,0.01,0.42,81,32,8.8,17,Atomic Planet Entertainment,E
XB,2005,Platform,Capcom,0.1,0.03,0,0,0.13,80,12,9.2,5,Atomic Planet Entertainment,E
DS,2005,Role-Playing,Nintendo,0,0,0.11,0,0.11,,,,,,
DS,2005,Role-Playing,Nintendo,0.06,0,0,0,0.06,,,,,,
GBA,2004,Role-Playing,Capcom,0.16,0.06,0,0,0.23,,,,,,
GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,,,,,,
PSP,2005,Platform,Capcom,0.27,0.01,0,0.03,0.31,79,34,8.3,44,Capcom,E10+
PSP,2006,Platform,Capcom,0.12,0.01,0,0.02,0.14,82,28,7.5,36,Capcom,E
DS,2007,Action,Capcom,0.24,0,0.31,0.02,0.57,,,,,,
DS,2008,Action,Capcom,0.22,0,0.22,0.02,0.46,,,,,,
DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.95,,,,,,
GC,2006,Misc,Capcom,0.1,0.03,0,0,0.13,75,23,9.2,12,Capcom,E
PS2,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18,69,27,7.1,18,"Valuewave Co.,Ltd.",E
GC,2004,Role-Playing,Capcom,0.1,0.02,0,0,0.12,67,21,7.3,12,Capcom,E
PS2,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29,68,23,8.5,63,"Valuewave Co.,Ltd.",E
GBA,2004,Platform,Capcom,0.16,0.06,0,0,0.22,77,21,9,22,Inti,E
GBA,2005,Platform,Capcom,0.08,0.03,0,0,0.11,77,17,9.1,21,Inti,E
DS,2006,Platform,Capcom,0.16,0,0.1,0.02,0.28,76,37,8.3,32,Inti Creates,E
DS,2007,Platform,Capcom,0.22,0,0.09,0.02,0.33,78,27,8.6,32,Inti Creates,E10+
DS,2008,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
DS,2007,Misc,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
PS2,2007,Adventure,Broccoli,0,0,0.02,0,0.02,,,,,,
PS2,2006,Fighting,Sega,0,0,0.11,0,0.11,,,,,,
PSP,2008,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
PS2,2007,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,
PS2,2008,Adventure,5pb,0,0,0.04,0,0.04,,,,,,
PS2,2006,Adventure,KID,0,0,0.02,0,0.02,,,,,,
XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25,73,47,8,8,2015,M
X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152,Pandemic Studios,T
PS3,2008,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,72,43,7.1,73,Pandemic Studios,T
PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.17,0.38,49,10,7.4,31,Artificial Mind and Movement,T
PS2,2005,Action,LucasArts,0.64,0.02,0,0.1,0.76,,,,,,
XB,2005,Action,LucasArts,0.54,0.11,0,0.03,0.68,,,,,,
PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,78,36,7.8,8,Ignition Entertainment,E
Wii,2007,Action,Ignition Entertainment,0.16,0,0,0.01,0.17,77,41,7.4,16,Ignition Entertainment,E
Wii,2008,Puzzle,THQ,0.11,0,0,0.01,0.11,,,tbd,,"Pipeworks Software, Inc.",E
DS,2008,Puzzle,ValuSoft,0.03,0,0,0,0.03,,,,,,
Wii,2008,Sports,Hudson Soft,0,0,0.02,0,0.02,,,,,,
PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.87,,,,,,
PSP,2005,Strategy,Konami Digital Entertainment,0.11,0,0.05,0.01,0.18,,,,,,
PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,91,68,9.3,955,KCEJ,M
PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94,53,9.3,439,Aspect,M
PS3,2008,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94,82,8.7,3558,Kojima Productions,M
PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04,78,22,7.2,21,Kojima Productions,M
PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87,54,8.2,147,Kojima Productions,M
PSP,2007,Action,Konami Digital Entertainment,0.26,0,0.26,0.17,0.69,65,19,7.5,27,Kojima Productions,T
PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0,0.06,0.46,,,8.9,9,Konami,M
PS2,2007,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,
GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85,54,9,142,Silicon Knights,M
PS2,2005,Role-Playing,Success,0.01,0.01,0,0,0.03,62,26,7.3,9,Crea-Tech,T
DS,2006,Role-Playing,Success,0,0,0.03,0,0.03,,,,,,
XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,0.1,76,56,5.1,15,SNK,T
PS2,2005,Shooter,SNK Playmore,0.05,0.04,0,0.01,0.11,,,,,,
XB,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04,,,,,,
DS,2008,Shooter,Ignition Entertainment,0.12,0,0.01,0.01,0.14,70,38,7.4,13,SNK Playmore,T
GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0,0,0.08,79,32,8.3,14,Noise Factory,T
Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.14,73,38,8,22,Terminal Reality,T
PSP,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01,0.05,78,26,7.4,25,Terminal Reality,T
PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01,80,20,8.1,16,Terminal Reality,T
DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,49,7.5,164,Q Entertainment,E
DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.04,74,36,6.6,5,Q Entertainment,E
GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33,92,60,8.8,279,Retro Studios,T
Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,491,Retro Studios,T
DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85,54,8,188,Nintendo,T
DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.25,79,51,7.9,32,Fuse Games Limited,E
GBA,2004,Adventure,Nintendo,0.6,0.22,0,0.01,0.84,89,50,9,132,Nintendo,E
DS,2008,Simulation,Ubisoft,0.08,0,0,0.01,0.08,48,6,7.1,7,Gameloft,T
PSP,2006,Shooter,Activision,0.06,0,0,0,0.06,63,36,7,12,Rebellion,M
PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02,61,18,tbd,,Supersonic Software,E
PS2,2006,Racing,Codemasters,0.01,0,0,0,0.01,64,35,6.8,8,Supersonic Software,E
PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0,0.05,0.43,80,28,7.6,95,Microsoft Game Studios,E
PC,2007,Simulation,Microsoft Game Studios,0,0.04,0,0.01,0.05,,,,,,
PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0,0.79,3.65,74,34,8.4,31,Rockstar Leeds,E10+
XB,2005,Racing,Take-Two Interactive,0.61,0.1,0,0.03,0.74,84,53,7.4,40,Rockstar San Diego,E10+
PS2,2005,Racing,Take-Two Interactive,1.22,0.05,0,0.01,1.29,,,,,,
PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0,0.16,1.16,85,19,8.9,53,Rockstar San Diego,E10+
XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,0.2,87,16,5.3,18,Rockstar San Diego,E10+
PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0,0.19,0.98,79,26,8.7,43,Rockstar London,T
PS3,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.45,82,50,8.2,100,Rockstar San Diego,T
X360,2008,Racing,Take-Two Interactive,1.68,0.45,0.01,0.21,2.35,81,66,8.5,142,Rockstar San Diego,T
DS,2008,Misc,Ubisoft,0.08,0,0,0.01,0.08,,,,,,
PS2,2004,Misc,Midway Games,0.33,0.26,0,0.09,0.68,74,28,tbd,,Backbone Entertainment,M
XB,2004,Misc,Midway Games,0.24,0.05,0,0.01,0.31,74,38,7.4,7,Backbone Entertainment,M
GC,2004,Misc,Midway Games,0.13,0.03,0,0,0.16,74,21,tbd,,Backbone Entertainment,M
PS2,2005,Misc,Midway Games,0.08,0.06,0,0.02,0.16,67,23,tbd,,Digital Eclipse,E
XB,2005,Misc,Midway Games,0.06,0.02,0,0,0.08,68,29,tbd,,Digital Eclipse,E
GC,2005,Misc,Midway Games,0.05,0.01,0,0,0.07,65,16,tbd,,Midway,E
PSP,2005,Misc,Midway Games,0.21,0,0,0.02,0.24,63,24,7.8,8,Digital Eclipse,M
GBA,2004,Puzzle,Majesco Entertainment,0.04,0.01,0,0,0.06,37,6,tbd,,Radius9,E
GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04,,,tbd,,Gravity-I,E
PSP,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.09,,,tbd,,Ubisoft,E
DS,2006,Misc,Ubisoft,0,0,0.08,0,0.08,,,tbd,,Ubisoft,E
Wii,2007,Simulation,505 Games,0.04,0,0,0,0.05,,,tbd,,Sonic Powered,E
PSP,2008,Misc,Dorart,0,0,0.02,0,0.02,,,,,,
DS,2008,Misc,GungHo,0,0,0.04,0,0.04,,,,,,
PSP,2006,Misc,Zenrin,0,0,0.04,0,0.04,,,,,,
PSP,2007,Misc,Zenrin,0,0,0.02,0,0.02,,,,,,
DS,2006,Misc,TDK Core,0,0,0.06,0,0.06,,,,,,
DS,2006,Misc,TDK Core,0,0,0.16,0,0.16,,,,,,
PSP,2007,Sports,Sony Computer Entertainment,0,0,0.03,0,0.03,,,,,,
Wii,2008,Misc,Nintendo,0,0,0.08,0,0.08,,,,,,
X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.16,79,82,7.6,328,EA DICE,T
PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79,66,7.8,362,EA DICE,T
DS,2008,Simulation,Eidos Interactive,0.07,0.01,0,0.01,0.08,,,tbd,,"THQ, Independent Arts",E
GC,2004,Platform,Atari,0.01,0,0,0,0.02,64,9,tbd,,Paradigm Entertainment,T
DS,2008,Action,SouthPeak Games,0.05,0,0,0,0.05,59,12,tbd,,Lexis Numerique,E
DS,2007,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
PSP,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02,0.24,80,26,7.9,18,989 Sports,E
PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,30,8.9,31,SCEA San Diego Studios,E
PSP,2006,Sports,Sony Computer Entertainment,0.32,0,0,0.03,0.35,83,30,8.5,32,SCEA San Diego Studios,E
PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,SCEA,E
PS3,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,0.31,77,30,7.5,17,SCEA San Diego Studios,E
PSP,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28,82,12,7.2,10,SCEA San Diego Studios,E
PS3,2008,Sports,Sony Computer Entertainment,0.64,0,0,0.05,0.7,85,33,8.7,76,SCEA San Diego Studios,E
PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,0.42,84,12,7.3,7,SCEA San Diego Studios,E
PSP,2008,Sports,Sony Computer Entertainment,0.3,0,0,0.02,0.33,83,14,8.4,12,SCEA San Diego Studios,E
PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9,78,36,7.6,9,989 Sports,E
PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0,0.05,0.4,81,32,9,21,989 Sports,E
Wii,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29,83,12,8.4,45,Konami,E
PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,80,10,8.8,11,Konami,E
PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,9,8.5,8,Konami,E
Wii,2008,Sports,Konami Digital Entertainment,0.11,0,0.01,0.01,0.13,79,16,8.7,21,Konami,E
DS,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06,70,7,tbd,,Konami,E
PS2,2006,Sports,Midway Games,0.13,0.1,0,0.03,0.26,56,11,7.5,10,Blue Shift,E10+
XB,2006,Sports,Midway Games,0.04,0.01,0,0,0.05,59,15,tbd,,Blue Shift,E10+
PS2,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3,77,30,9.5,4,Point of View,T
XB,2004,Sports,Midway Games,0.07,0.02,0,0,0.09,77,34,tbd,,Point of View,T
Wii,2008,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09,,,tbd,,Deep Fried Entertainment,E
PS2,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
PS2,2005,Action,Namco Bandai Games,0,0,0.18,0,0.18,,,,,,
PS2,2006,Shooter,Namco Bandai Games,0,0,0.49,0,0.49,,,,,,
PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,45,16,7.8,10,Bec,T
PSP,2007,Shooter,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
PS2,2006,Action,Namco Bandai Games,0,0,0.23,0,0.23,,,,,,
PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.01,0.2,33,31,5.1,47,Bec,T
PSP,2008,Fighting,Namco Bandai Games,0,0,0.42,0,0.42,,,,,,
PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,57,16,8.6,11,Capcom,T
Wii,2007,Simulation,Namco Bandai Games,0,0,0.11,0,0.11,,,,,,
PS2,2005,Action,Namco Bandai Games,0,0,0.44,0,0.44,,,,,,
PSP,2008,Adventure,System Soft,0,0,0.02,0,0.02,,,,,,
DS,2008,Misc,Mirai Shounen,0,0,0.02,0,0.02,,,,,,
DS,2007,Misc,Nintendo,0,0,0.27,0,0.27,,,,,,
PS2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22,,,,,,
PS2,2006,Misc,Hudson Soft,0,0,0.21,0,0.21,,,,,,
Wii,2007,Misc,Hudson Soft,0,0,0.1,0,0.1,,,,,,
DS,2008,Misc,Hudson Soft,0,0,0.32,0,0.32,,,,,,
DS,2007,Misc,Hudson Soft,0,0,0.34,0,0.34,,,,,,
Wii,2008,Misc,Activision,0.09,0,0,0.01,0.1,,,tbd,,Ivolgamus,E10+
Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2,1.89,70,11,7.8,17,Electronic Arts,E
X360,2008,Misc,Electronic Arts,0.34,0.2,0,0.06,0.59,56,9,5.8,17,EA Bright Light,E
PS2,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,0.43,,,7.2,6,Electronic Arts,E
PS3,2008,Misc,Electronic Arts,0.25,0.05,0,0.04,0.34,54,4,6.7,13,Electronic Arts,E
Wii,2006,Racing,Ubisoft,0.8,0,0.01,0.07,0.88,51,11,7.8,17,Ubisoft,E
DS,2008,Misc,Tivola,0.04,0,0,0,0.04,,,tbd,,Novarama,E
DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01,55,6,tbd,,Taito Corporation,E
XB,2004,Strategy,Activision Value,0.05,0.01,0,0,0.06,38,5,tbd,,Activision Value,T
DS,2006,Adventure,THQ,0.14,0,0,0.01,0.16,62,14,tbd,,Artificial Mind and Movement,E
PS2,2006,Adventure,THQ,0.07,0.05,0,0.02,0.14,59,27,tbd,,Artificial Mind and Movement,E10+
GC,2006,Adventure,THQ,0.11,0.03,0,0,0.14,60,18,tbd,,Artificial Mind and Movement,E10+
GBA,2006,Adventure,THQ,0.06,0.02,0,0,0.09,69,10,9,4,Artificial Mind and Movement,E
PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68,37,8.9,46,Capcom,T
PSP,2005,Role-Playing,Capcom,0.24,0.03,1.03,0.04,1.34,71,34,8.6,78,Capcom,T
PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72,38,8.7,83,Capcom,T
PSP,2008,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81,48,8.7,124,Capcom,T
PS2,2005,Role-Playing,Capcom,0,0,0.23,0,0.23,,,,,,
PS2,2007,Racing,Activision,0.12,0.09,0,0.03,0.24,,,5.9,7,Torus Games,E
X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,9,6.4,5,Torus Games,E
Wii,2007,Racing,Activision,0.15,0,0,0.01,0.16,,,7.8,8,Activision,E
DS,2007,Racing,Activision,0.12,0,0,0.01,0.13,,,tbd,,Torus Games,E
PC,2007,Racing,Activision,0.01,0,0,0,0.01,,,5.8,5,,
Wii,2008,Racing,Activision,0.38,0,0,0.03,0.41,,,7.8,6,Torus Games,E
DS,2008,Racing,Activision,0.36,0,0,0.03,0.39,,,tbd,,Torus Games,E
PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13,,,tbd,,Torus Games,E
PSP,2008,Racing,Activision,0.08,0,0,0.01,0.08,,,tbd,,Torus Games,E
PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,66,25,6.8,6,Gaia (Sony),T
Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0,0.02,0.31,73,11,8.4,14,Backbone Entertainment,E10+
DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0,0.01,0.14,75,8,tbd,,Backbone Entertainment,E10+
PS2,2008,Role-Playing,Eidos Interactive,0.05,0.04,0,0.01,0.11,,,tbd,,Backbone Entertainment,E10+
X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,0.11,55,29,5.2,18,"Artificial Studios, Immersion Software & Graphics",T
PS3,2008,Shooter,SouthPeak Games,0.05,0,0,0.01,0.06,55,25,tbd,,Psyonix,T
DS,2008,Role-Playing,Tecmo Koei,0.08,0,0.05,0.01,0.13,58,4,tbd,,Cing,E
PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,16,6.8,8,Tecmo,E10+
GBA,2004,Racing,Majesco Entertainment,0.43,0.16,0,0.01,0.6,,,tbd,,Skyworks Technologies,E
DS,2005,Racing,Majesco Entertainment,0.07,0,0,0.01,0.08,33,7,,,Skyworks Technologies,E
Wii,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,
Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,,,tbd,,Data Design Interactive,E
DS,2008,Misc,Oxygen Interactive,0.01,0.02,0,0,0.03,,,tbd,,Will,E
PS2,2008,Fighting,Midway Games,0.04,0.03,0,0.01,0.08,,,tbd,,Midway,M
PS3,2008,Fighting,Midway Games,1.48,0.28,0,0.23,2,76,44,7.1,107,Midway,T
X360,2008,Fighting,Midway Games,1.53,0.23,0,0.16,1.93,72,61,7.5,87,Midway,T
PS2,2006,Fighting,Midway Games,0.88,0.04,0,0.14,1.06,75,43,8.5,84,Midway,M
Wii,2007,Fighting,Midway Games,0.19,0.02,0,0.02,0.23,71,29,8.4,33,JGI Entertainment,M
PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,81,43,8.5,90,Midway,M
XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76,81,53,8.8,24,Midway,M
GC,2005,Fighting,Midway Games,0.09,0.02,0,0,0.11,77,14,8.9,15,Midway,M
PS2,2005,Action,Midway Games,0.58,0.02,0,0.09,0.69,77,41,8.6,74,Midway Studios - Los Angeles,M
XB,2005,Action,Midway Games,0.23,0.07,0,0.01,0.31,78,37,6.6,19,Midway Studios - Los Angeles,M
PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74,70,19,8.8,31,JGI Entertainment,M
Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,56,4,tbd,,Paprikari,E
GBA,2006,Role-Playing,Nintendo,0,0,0.39,0.01,0.4,,,,,,
DS,2008,Racing,Nobilis,0,0.02,0,0,0.02,73,6,tbd,,Artefacts Studio,E
PS2,2004,Racing,Take-Two Interactive,0.05,0.04,0,0.01,0.1,,,,,Deibus Studios,T
XB,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,38,9,3.6,7,Deibus Studios,T
PSP,2006,Racing,Sony Computer Entertainment,0.03,0,0,0,0.03,69,18,7.1,7,Namco Bandai Games,E
X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14,80,50,7.7,13,"Climax Group, Climax Studios",E
PS2,2007,Racing,Capcom,0.05,0.04,0,0.01,0.1,62,26,9.1,7,Milestone,E
X360,2007,Racing,THQ,0.23,0,0,0.02,0.25,78,20,7.3,11,"Climax Group, Climax Studios",E
PS3,2008,Racing,Capcom,0.07,0.24,0,0.08,0.39,65,21,6,9,Milestone S.r.l,E
X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35,68,20,5.6,12,Milestone S.r.l,E
PS2,2008,Racing,Capcom,0.01,0,0,0.21,0.22,,,tbd,,Milestone S.r.l,E
PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,,,,,,
PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,9,7.4,220,Evolution Studios,T
PS3,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,82,63,8,318,Evolution Studios,T
DS,2008,Misc,Benesse,0,0,0.02,0,0.02,,,,,,
DS,2008,Misc,IE Institute,0,0,0.04,0,0.04,,,,,,
PC,2008,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,,,,,,
GBA,2005,Misc,DSI Games,0.12,0.04,0,0,0.17,,,,,,
DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14,70,35,8.9,9,Namco,E
PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,65,27,8.6,15,Bandai,E10+
GBA,2004,Puzzle,Zoo Digital Publishing,0.4,0.15,0,0.01,0.56,,,tbd,,Full-Fat,E
GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0,0,0.24,,,,,,
PS2,2004,Misc,Codemasters,0.07,0.05,0,0.02,0.14,79,28,8.6,8,Mix Max,T
XB,2004,Misc,Codemasters,0.06,0.02,0,0,0.08,79,26,5.4,10,Mix Max,T
PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26,77,30,8.1,9,Left Field Productions,E
XB,2004,Racing,Activision,0.07,0.02,0,0,0.1,79,39,tbd,,Left Field Productions,E
PSP,2006,Racing,Activision,0.04,0,0,0,0.05,67,8,tbd,,Left Field Productions,E
PS2,2007,Role-Playing,Tecmo Koei,0,0,0.09,0,0.09,,,,,,
PS2,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,64,47,8.9,9,Square Enix,T
DS,2008,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
DS,2008,Action,SouthPeak Games,0.1,0,0,0.01,0.11,45,16,7.3,4,Red Fly Studio,E
Wii,2008,Action,SouthPeak Games,0.16,0.01,0,0.01,0.18,72,37,8.7,33,Red Fly Studio,E10+
PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75,76,27,9,18,EA Canada,E
XB,2006,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34,75,29,8.6,17,EA Canada,E
PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,67,21,7.7,16,EA Canada,E
PS2,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34,90,28,8.6,51,EA Sports,E
XB,2004,Sports,Electronic Arts,0.44,0.13,0,0.02,0.59,90,31,8.5,19,EA Sports,E
GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26,89,25,8.5,11,EA Sports,E
PS2,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54,87,25,8.6,47,EA Sports,E
XB,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94,86,35,,,EA Sports,
GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33,88,20,8.7,16,EA Sports,E
PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,9.2,46,Rainbow Studios,E
XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,81,18,9.3,12,Rainbow Studios,E
PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,79,30,8.4,17,Rainbow Studios,E
